method,query_count,mean_seconds_per_query,median_seconds_per_query,p90_seconds_per_query,minimum_seconds_per_query,maximum_seconds_per_query,summed_seconds,dataset_amortized_ms_per_candidate,query_median_ms_per_candidate,query_p90_ms_per_candidate,candidate_evaluations
vanilla_flac,128,6.455721611935587,2.103834849316627,31.741731318621895,0.3384057574439794,48.61257414193824,826.3323663277552,8.922904784983533,9.556492717610478,10.410244218444198,92608
fa_bf_flac,128,10.918520814995645,3.719425128190778,52.829202034301126,0.7341386859770864,90.83512499672361,1397.5706643194426,15.09125199031879,16.53934349850914,20.351390547929675,92608
yawaug_flac,128,6.388815334667015,2.0726397469406947,32.39773694365285,0.34611465339548886,46.09743277565576,817.7683628373779,8.830428935268854,9.176830185407942,10.640102043524927,92608
few_shot_rir,128,1.2625940862708376,0.3998985269572586,6.456908550928347,0.056667837081477046,9.217115368461236,161.6120430426672,1.745119676946562,1.7687558387906583,1.9074604822643477,92608
fem_omp,128,695.4606903443104,70.49619358149357,1547.0877288490478,0.016750706,10214.124917476904,89018.96836407173,961.2449071794197,408.0568358024286,655.1860412434264,92608
