/home/yixunhu/miniconda3/envs/flac/lib/python3.10/site-packages/lightning_fabric/__init__.py:40: pkg_resources is deprecated as an API. See https://setuptools.pypa.io/en/latest/pkg_resources.html. The pkg_resources package is slated for removal as early as 2025-11-30. Refrain from using this package or pin to Setuptools<81.
Seed set to 42
/home/yixunhu/miniconda3/envs/flac/lib/python3.10/site-packages/torch/nn/utils/weight_norm.py:143: FutureWarning: `torch.nn.utils.weight_norm` is deprecated in favor of `torch.nn.utils.parametrizations.weight_norm`.
  WeightNorm.apply(module, name, dim)
You are using a model of type dinov3_vit to instantiate a model of type cylindrical_dinov3_vit. This is not supported for all configurations of models and can yield errors.
/home/yixunhu/miniconda3/envs/flac/lib/python3.10/site-packages/torchvision/models/_utils.py:208: UserWarning: The parameter 'pretrained' is deprecated since 0.13 and may be removed in the future, please use 'weights' instead.
  warnings.warn(
/home/yixunhu/miniconda3/envs/flac/lib/python3.10/site-packages/torchvision/models/_utils.py:223: UserWarning: Arguments other than a weight enum or `None` for 'weights' are deprecated since 0.13 and may be removed in the future. The current behavior is equivalent to passing `weights=None`.
  warnings.warn(msg)
wandb: WARNING The anonymous setting has no effect and will be removed in a future version.
wandb: [wandb.login()] Loaded credentials for https://api.wandb.ai from WANDB_API_KEY.
wandb: Currently logged in as: yh4742 (yh4742-princeton-university) to https://api.wandb.ai. Use `wandb login --relogin` to force relogin
wandb: Tracking run with wandb version 0.26.1
wandb: Run data is saved locally in wandb/run-20260813_161247-1dhgf4xa
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run exp12B_ssl_cond
wandb: ⭐️ View project at https://wandb.ai/yh4742-princeton-university/exp12B_ssl_cond
wandb: 🚀 View run at https://wandb.ai/yh4742-princeton-university/exp12B_ssl_cond/runs/1dhgf4xa
wandb: logging graph, to disable use `wandb.watch(log_graph=False)`
Using bfloat16 Automatic Mixed Precision (AMP)
GPU available: True (cuda), used: True
TPU available: False, using: 0 TPU cores
IPU available: False, using: 0 IPUs
HPU available: False, using: 0 HPUs
/home/yixunhu/miniconda3/envs/flac/lib/python3.10/site-packages/pytorch_lightning/trainer/configuration_validator.py:74: You defined a `validation_step` but have no `val_dataloader`. Skipping val loop.
LOCAL_RANK: 0 - CUDA_VISIBLE_DEVICES: [0]
  | Name          | Type                             | Params
-------------------------------------------------------------------
0 | diffusion     | ConditionedDiffusionModelWrapper | 64.5 M
1 | diffusion_ema | EMA                              | 16.7 M
2 | losses        | MultiLoss                        | 0     
-------------------------------------------------------------------
50.3 M    Trainable params
30.9 M    Non-trainable params
81.2 M    Total params
324.893   Total estimated model params size (MB)
Using Augmentations: Random Time Shift, Add Noise
Running json scandir...
Found 291210 files in 243 subfolders
Loading cylindrical_dinov3 ViT from facebook/dinov3-vits16-pretrain-lvd1689m (gauge=cylindrical_xyz, azimuth_mode=lowband, prefix_mode=m0_registers, attn=eager)...
Loaded SSL backbone from outputs_FLAC/exp12B_ssl/backbone_final.pt (SSL step 30000, azimuth_mode=lowband, prefix_mode=m0_registers)
21.59M/21.60M parameters are trainable
Training: |          | 0/? [00:00<?, ?it/s]
Epoch 0:  30%|███       | 2737/9100 [4:57:20<11:31:15,  0.15it/s, v_num=f4xa, train/loss=0.674, train/std_data=1.160, train/lr=5e-5, train/mse_loss=0.674]
Epoch 0:  30%|███       | 2738/9100 [4:57:27<11:31:10,  0.15it/s, v_num=f4xa, train/loss=0.674, train/std_data=1.160, train/lr=5e-5, train/mse_loss=0.674]
Epoch 0:  30%|███       | 2738/9100 [4:57:27<11:31:11,  0.15it/s, v_num=f4xa, train/loss=0.712, train/std_data=1.160, train/lr=5e-5, train/mse_loss=0.712]
Epoch 0:  30%|███       | 2739/9100 [4:57:34<11:31:03,  0.15it/s, v_num=f4xa, train/loss=0.712, train/std_data=1.160, train/lr=5e-5, train/mse_loss=0.712]
Epoch 0:  30%|███       | 2739/9100 [4:57:34<11:31:04,  0.15it/s, v_num=f4xa, train/loss=0.611, train/std_data=1.070, train/lr=5e-5, train/mse_loss=0.611]
Epoch 0:  30%|███       | 2740/9100 [4:57:41<11:31:00,  0.15it/s, v_num=f4xa, train/loss=0.611, train/std_data=1.070, train/lr=5e-5, train/mse_loss=0.611]
Epoch 0:  30%|███       | 2740/9100 [4:57:42<11:31:01,  0.15it/s, v_num=f4xa, train/loss=0.645, train/std_data=1.160, train/lr=5e-5, train/mse_loss=0.645]
Epoch 0:  30%|███       | 2741/9100 [4:57:48<11:30:54,  0.15it/s, v_num=f4xa, train/loss=0.645, train/std_data=1.160, train/lr=5e-5, train/mse_loss=0.645]
Epoch 0:  30%|███       | 2741/9100 [4:57:48<11:30:54,  0.15it/s, v_num=f4xa, train/loss=0.717, train/std_data=1.230, train/lr=5e-5, train/mse_loss=0.717]
Epoch 0:  30%|███       | 2742/9100 [4:57:55<11:30:48,  0.15it/s, v_num=f4xa, train/loss=0.717, train/std_data=1.230, train/lr=5e-5, train/mse_loss=0.717]
Epoch 0:  30%|███       | 2742/9100 [4:57:55<11:30:49,  0.15it/s, v_num=f4xa, train/loss=0.686, train/std_data=1.160, train/lr=5e-5, train/mse_loss=0.686]
Epoch 0:  30%|███       | 2743/9100 [4:58:03<11:30:45,  0.15it/s, v_num=f4xa, train/loss=0.686, train/std_data=1.160, train/lr=5e-5, train/mse_loss=0.686]
Epoch 0:  30%|███       | 2743/9100 [4:58:03<11:30:45,  0.15it/s, v_num=f4xa, train/loss=0.624, train/std_data=1.220, train/lr=5e-5, train/mse_loss=0.624]
Epoch 0:  30%|███       | 2744/9100 [4:58:09<11:30:37,  0.15it/s, v_num=f4xa, train/loss=0.624, train/std_data=1.220, train/lr=5e-5, train/mse_loss=0.624]
Epoch 0:  30%|███       | 2744/9100 [4:58:09<11:30:38,  0.15it/s, v_num=f4xa, train/loss=0.683, train/std_data=1.170, train/lr=5e-5, train/mse_loss=0.683]
Epoch 0:  30%|███       | 2745/9100 [4:58:16<11:30:33,  0.15it/s, v_num=f4xa, train/loss=0.683, train/std_data=1.170, train/lr=5e-5, train/mse_loss=0.683]
Epoch 0:  30%|███       | 2745/9100 [4:58:17<11:30:33,  0.15it/s, v_num=f4xa, train/loss=0.610, train/std_data=1.150, train/lr=5e-5, train/mse_loss=0.610]
Epoch 0:  30%|███       | 2746/9100 [4:58:24<11:30:28,  0.15it/s, v_num=f4xa, train/loss=0.610, train/std_data=1.150, train/lr=5e-5, train/mse_loss=0.610]
Epoch 0:  30%|███       | 2746/9100 [4:58:24<11:30:29,  0.15it/s, v_num=f4xa, train/loss=0.714, train/std_data=1.160, train/lr=5e-5, train/mse_loss=0.714]
Epoch 0:  30%|███       | 2747/9100 [4:58:31<11:30:23,  0.15it/s, v_num=f4xa, train/loss=0.714, train/std_data=1.160, train/lr=5e-5, train/mse_loss=0.714]
Epoch 0:  30%|███       | 2747/9100 [4:58:31<11:30:23,  0.15it/s, v_num=f4xa, train/loss=0.718, train/std_data=1.250, train/lr=5e-5, train/mse_loss=0.718]
Epoch 0:  30%|███       | 2748/9100 [4:58:38<11:30:18,  0.15it/s, v_num=f4xa, train/loss=0.718, train/std_data=1.250, train/lr=5e-5, train/mse_loss=0.718]
Epoch 0:  30%|███       | 2748/9100 [4:58:38<11:30:19,  0.15it/s, v_num=f4xa, train/loss=0.638, train/std_data=1.250, train/lr=5e-5, train/mse_loss=0.638]
Epoch 0:  30%|███       | 2749/9100 [4:58:45<11:30:13,  0.15it/s, v_num=f4xa, train/loss=0.638, train/std_data=1.250, train/lr=5e-5, train/mse_loss=0.638]
Epoch 0:  30%|███       | 2749/9100 [4:58:45<11:30:13,  0.15it/s, v_num=f4xa, train/loss=0.498, train/std_data=1.160, train/lr=5e-5, train/mse_loss=0.498]
Epoch 0:  30%|███       | 2750/9100 [4:58:52<11:30:08,  0.15it/s, v_num=f4xa, train/loss=0.498, train/std_data=1.160, train/lr=5e-5, train/mse_loss=0.498]
Epoch 0:  30%|███       | 2750/9100 [4:58:53<11:30:09,  0.15it/s, v_num=f4xa, train/loss=0.655, train/std_data=1.180, train/lr=5e-5, train/mse_loss=0.655]
Epoch 0:  30%|███       | 2751/9100 [4:58:59<11:30:02,  0.15it/s, v_num=f4xa, train/loss=0.655, train/std_data=1.180, train/lr=5e-5, train/mse_loss=0.655]
Epoch 0:  30%|███       | 2751/9100 [4:58:59<11:30:02,  0.15it/s, v_num=f4xa, train/loss=0.634, train/std_data=1.180, train/lr=5e-5, train/mse_loss=0.634]
Epoch 0:  30%|███       | 2752/9100 [4:59:07<11:29:58,  0.15it/s, v_num=f4xa, train/loss=0.634, train/std_data=1.180, train/lr=5e-5, train/mse_loss=0.634]
Epoch 0:  30%|███       | 2752/9100 [4:59:07<11:29:58,  0.15it/s, v_num=f4xa, train/loss=0.683, train/std_data=1.180, train/lr=5e-5, train/mse_loss=0.683]
Epoch 0:  30%|███       | 2753/9100 [4:59:14<11:29:52,  0.15it/s, v_num=f4xa, train/loss=0.683, train/std_data=1.180, train/lr=5e-5, train/mse_loss=0.683]
Epoch 0:  30%|███       | 2753/9100 [4:59:14<11:29:53,  0.15it/s, v_num=f4xa, train/loss=0.680, train/std_data=1.140, train/lr=5e-5, train/mse_loss=0.680]
Epoch 0:  30%|███       | 2754/9100 [4:59:20<11:29:46,  0.15it/s, v_num=f4xa, train/loss=0.680, train/std_data=1.140, train/lr=5e-5, train/mse_loss=0.680]
Epoch 0:  30%|███       | 2754/9100 [4:59:20<11:29:46,  0.15it/s, v_num=f4xa, train/loss=0.598, train/std_data=1.120, train/lr=5e-5, train/mse_loss=0.598]
Epoch 0:  30%|███       | 2755/9100 [4:59:28<11:29:42,  0.15it/s, v_num=f4xa, train/loss=0.598, train/std_data=1.120, train/lr=5e-5, train/mse_loss=0.598]
Epoch 0:  30%|███       | 2755/9100 [4:59:28<11:29:43,  0.15it/s, v_num=f4xa, train/loss=0.714, train/std_data=1.190, train/lr=5e-5, train/mse_loss=0.714]
Epoch 0:  30%|███       | 2756/9100 [4:59:34<11:29:35,  0.15it/s, v_num=f4xa, train/loss=0.714, train/std_data=1.190, train/lr=5e-5, train/mse_loss=0.714]
Epoch 0:  30%|███       | 2756/9100 [4:59:34<11:29:36,  0.15it/s, v_num=f4xa, train/loss=0.719, train/std_data=1.140, train/lr=5e-5, train/mse_loss=0.719]
Epoch 0:  30%|███       | 2757/9100 [4:59:42<11:29:31,  0.15it/s, v_num=f4xa, train/loss=0.719, train/std_data=1.140, train/lr=5e-5, train/mse_loss=0.719]
Epoch 0:  30%|███       | 2757/9100 [4:59:42<11:29:32,  0.15it/s, v_num=f4xa, train/loss=0.580, train/std_data=1.150, train/lr=5e-5, train/mse_loss=0.580]
Epoch 0:  30%|███       | 2758/9100 [4:59:49<11:29:27,  0.15it/s, v_num=f4xa, train/loss=0.580, train/std_data=1.150, train/lr=5e-5, train/mse_loss=0.580]
Epoch 0:  30%|███       | 2758/9100 [4:59:49<11:29:27,  0.15it/s, v_num=f4xa, train/loss=0.591, train/std_data=1.120, train/lr=5e-5, train/mse_loss=0.591]
Epoch 0:  30%|███       | 2759/9100 [4:59:56<11:29:20,  0.15it/s, v_num=f4xa, train/loss=0.591, train/std_data=1.120, train/lr=5e-5, train/mse_loss=0.591]
Epoch 0:  30%|███       | 2759/9100 [4:59:56<11:29:20,  0.15it/s, v_num=f4xa, train/loss=0.745, train/std_data=1.260, train/lr=5e-5, train/mse_loss=0.745]
Epoch 0:  30%|███       | 2760/9100 [5:00:03<11:29:16,  0.15it/s, v_num=f4xa, train/loss=0.745, train/std_data=1.260, train/lr=5e-5, train/mse_loss=0.745]
Epoch 0:  30%|███       | 2760/9100 [5:00:03<11:29:16,  0.15it/s, v_num=f4xa, train/loss=0.665, train/std_data=1.160, train/lr=5e-5, train/mse_loss=0.665]
Epoch 0:  30%|███       | 2761/9100 [5:00:10<11:29:11,  0.15it/s, v_num=f4xa, train/loss=0.665, train/std_data=1.160, train/lr=5e-5, train/mse_loss=0.665]
Epoch 0:  30%|███       | 2761/9100 [5:00:11<11:29:11,  0.15it/s, v_num=f4xa, train/loss=0.651, train/std_data=1.110, train/lr=5e-5, train/mse_loss=0.651]
Epoch 0:  30%|███       | 2762/9100 [5:00:17<11:29:06,  0.15it/s, v_num=f4xa, train/loss=0.651, train/std_data=1.110, train/lr=5e-5, train/mse_loss=0.651]
Epoch 0:  30%|███       | 2762/9100 [5:00:18<11:29:06,  0.15it/s, v_num=f4xa, train/loss=0.689, train/std_data=1.230, train/lr=5e-5, train/mse_loss=0.689]
Epoch 0:  30%|███       | 2763/9100 [5:00:25<11:29:00,  0.15it/s, v_num=f4xa, train/loss=0.689, train/std_data=1.230, train/lr=5e-5, train/mse_loss=0.689]
Epoch 0:  30%|███       | 2763/9100 [5:00:25<11:29:01,  0.15it/s, v_num=f4xa, train/loss=0.589, train/std_data=1.170, train/lr=5e-5, train/mse_loss=0.589]
Epoch 0:  30%|███       | 2764/9100 [5:00:32<11:28:55,  0.15it/s, v_num=f4xa, train/loss=0.589, train/std_data=1.170, train/lr=5e-5, train/mse_loss=0.589]
Epoch 0:  30%|███       | 2764/9100 [5:00:32<11:28:55,  0.15it/s, v_num=f4xa, train/loss=0.621, train/std_data=1.200, train/lr=5e-5, train/mse_loss=0.621]
Epoch 0:  30%|███       | 2765/9100 [5:00:38<11:28:49,  0.15it/s, v_num=f4xa, train/loss=0.621, train/std_data=1.200, train/lr=5e-5, train/mse_loss=0.621]
Epoch 0:  30%|███       | 2765/9100 [5:00:39<11:28:50,  0.15it/s, v_num=f4xa, train/loss=0.714, train/std_data=1.200, train/lr=5e-5, train/mse_loss=0.714]
Epoch 0:  30%|███       | 2766/9100 [5:00:45<11:28:44,  0.15it/s, v_num=f4xa, train/loss=0.714, train/std_data=1.200, train/lr=5e-5, train/mse_loss=0.714]
Epoch 0:  30%|███       | 2766/9100 [5:00:46<11:28:44,  0.15it/s, v_num=f4xa, train/loss=0.770, train/std_data=1.160, train/lr=5e-5, train/mse_loss=0.770]
Epoch 0:  30%|███       | 2767/9100 [5:00:53<11:28:40,  0.15it/s, v_num=f4xa, train/loss=0.770, train/std_data=1.160, train/lr=5e-5, train/mse_loss=0.770]
Epoch 0:  30%|███       | 2767/9100 [5:00:53<11:28:41,  0.15it/s, v_num=f4xa, train/loss=0.615, train/std_data=1.210, train/lr=5e-5, train/mse_loss=0.615]
Epoch 0:  30%|███       | 2768/9100 [5:01:00<11:28:34,  0.15it/s, v_num=f4xa, train/loss=0.615, train/std_data=1.210, train/lr=5e-5, train/mse_loss=0.615]
Epoch 0:  30%|███       | 2768/9100 [5:01:00<11:28:34,  0.15it/s, v_num=f4xa, train/loss=0.700, train/std_data=1.220, train/lr=5e-5, train/mse_loss=0.700]
Epoch 0:  30%|███       | 2769/9100 [5:01:07<11:28:29,  0.15it/s, v_num=f4xa, train/loss=0.700, train/std_data=1.220, train/lr=5e-5, train/mse_loss=0.700]
Epoch 0:  30%|███       | 2769/9100 [5:01:07<11:28:30,  0.15it/s, v_num=f4xa, train/loss=0.708, train/std_data=1.170, train/lr=5e-5, train/mse_loss=0.708]
Epoch 0:  30%|███       | 2770/9100 [5:01:15<11:28:25,  0.15it/s, v_num=f4xa, train/loss=0.708, train/std_data=1.170, train/lr=5e-5, train/mse_loss=0.708]
Epoch 0:  30%|███       | 2770/9100 [5:01:15<11:28:26,  0.15it/s, v_num=f4xa, train/loss=0.682, train/std_data=1.170, train/lr=5e-5, train/mse_loss=0.682]
Epoch 0:  30%|███       | 2771/9100 [5:01:21<11:28:18,  0.15it/s, v_num=f4xa, train/loss=0.682, train/std_data=1.170, train/lr=5e-5, train/mse_loss=0.682]
Epoch 0:  30%|███       | 2771/9100 [5:01:21<11:28:18,  0.15it/s, v_num=f4xa, train/loss=0.744, train/std_data=1.170, train/lr=5e-5, train/mse_loss=0.744]
Epoch 0:  30%|███       | 2772/9100 [5:01:29<11:28:14,  0.15it/s, v_num=f4xa, train/loss=0.744, train/std_data=1.170, train/lr=5e-5, train/mse_loss=0.744]
Epoch 0:  30%|███       | 2772/9100 [5:01:29<11:28:14,  0.15it/s, v_num=f4xa, train/loss=0.587, train/std_data=1.170, train/lr=5e-5, train/mse_loss=0.587]
Epoch 0:  30%|███       | 2773/9100 [5:01:36<11:28:09,  0.15it/s, v_num=f4xa, train/loss=0.587, train/std_data=1.170, train/lr=5e-5, train/mse_loss=0.587]
Epoch 0:  30%|███       | 2773/9100 [5:01:36<11:28:09,  0.15it/s, v_num=f4xa, train/loss=0.759, train/std_data=1.180, train/lr=5e-5, train/mse_loss=0.759]
Epoch 0:  30%|███       | 2774/9100 [5:01:42<11:28:02,  0.15it/s, v_num=f4xa, train/loss=0.759, train/std_data=1.180, train/lr=5e-5, train/mse_loss=0.759]
Epoch 0:  30%|███       | 2774/9100 [5:01:42<11:28:03,  0.15it/s, v_num=f4xa, train/loss=0.575, train/std_data=1.200, train/lr=5e-5, train/mse_loss=0.575]
Epoch 0:  30%|███       | 2775/9100 [5:01:50<11:27:58,  0.15it/s, v_num=f4xa, train/loss=0.575, train/std_data=1.200, train/lr=5e-5, train/mse_loss=0.575]
Epoch 0:  30%|███       | 2775/9100 [5:01:50<11:27:59,  0.15it/s, v_num=f4xa, train/loss=0.769, train/std_data=1.260, train/lr=5e-5, train/mse_loss=0.769]
Epoch 0:  31%|███       | 2776/9100 [5:01:57<11:27:53,  0.15it/s, v_num=f4xa, train/loss=0.769, train/std_data=1.260, train/lr=5e-5, train/mse_loss=0.769]
Epoch 0:  31%|███       | 2776/9100 [5:01:57<11:27:53,  0.15it/s, v_num=f4xa, train/loss=0.602, train/std_data=1.160, train/lr=5e-5, train/mse_loss=0.602]
Epoch 0:  31%|███       | 2777/9100 [5:02:04<11:27:47,  0.15it/s, v_num=f4xa, train/loss=0.602, train/std_data=1.160, train/lr=5e-5, train/mse_loss=0.602]
Epoch 0:  31%|███       | 2777/9100 [5:02:04<11:27:48,  0.15it/s, v_num=f4xa, train/loss=0.626, train/std_data=1.230, train/lr=5e-5, train/mse_loss=0.626]
Epoch 0:  31%|███       | 2778/9100 [5:02:11<11:27:41,  0.15it/s, v_num=f4xa, train/loss=0.626, train/std_data=1.230, train/lr=5e-5, train/mse_loss=0.626]
Epoch 0:  31%|███       | 2778/9100 [5:02:11<11:27:42,  0.15it/s, v_num=f4xa, train/loss=0.687, train/std_data=1.150, train/lr=5e-5, train/mse_loss=0.687]
Epoch 0:  31%|███       | 2779/9100 [5:02:18<11:27:36,  0.15it/s, v_num=f4xa, train/loss=0.687, train/std_data=1.150, train/lr=5e-5, train/mse_loss=0.687]
Epoch 0:  31%|███       | 2779/9100 [5:02:18<11:27:37,  0.15it/s, v_num=f4xa, train/loss=0.636, train/std_data=1.170, train/lr=5e-5, train/mse_loss=0.636]
Epoch 0:  31%|███       | 2780/9100 [5:02:25<11:27:31,  0.15it/s, v_num=f4xa, train/loss=0.636, train/std_data=1.170, train/lr=5e-5, train/mse_loss=0.636]
Epoch 0:  31%|███       | 2780/9100 [5:02:25<11:27:31,  0.15it/s, v_num=f4xa, train/loss=0.613, train/std_data=1.190, train/lr=5e-5, train/mse_loss=0.613]
Epoch 0:  31%|███       | 2781/9100 [5:02:32<11:27:25,  0.15it/s, v_num=f4xa, train/loss=0.613, train/std_data=1.190, train/lr=5e-5, train/mse_loss=0.613]
Epoch 0:  31%|███       | 2781/9100 [5:02:32<11:27:26,  0.15it/s, v_num=f4xa, train/loss=0.611, train/std_data=1.230, train/lr=5e-5, train/mse_loss=0.611]
Epoch 0:  31%|███       | 2782/9100 [5:02:39<11:27:21,  0.15it/s, v_num=f4xa, train/loss=0.611, train/std_data=1.230, train/lr=5e-5, train/mse_loss=0.611]
Epoch 0:  31%|███       | 2782/9100 [5:02:40<11:27:22,  0.15it/s, v_num=f4xa, train/loss=0.676, train/std_data=1.220, train/lr=5e-5, train/mse_loss=0.676]
Epoch 0:  31%|███       | 2783/9100 [5:02:46<11:27:14,  0.15it/s, v_num=f4xa, train/loss=0.676, train/std_data=1.220, train/lr=5e-5, train/mse_loss=0.676]
Epoch 0:  31%|███       | 2783/9100 [5:02:46<11:27:14,  0.15it/s, v_num=f4xa, train/loss=0.758, train/std_data=1.160, train/lr=5e-5, train/mse_loss=0.758]
Epoch 0:  31%|███       | 2784/9100 [5:02:53<11:27:09,  0.15it/s, v_num=f4xa, train/loss=0.758, train/std_data=1.160, train/lr=5e-5, train/mse_loss=0.758]
Epoch 0:  31%|███       | 2784/9100 [5:02:53<11:27:10,  0.15it/s, v_num=f4xa, train/loss=0.685, train/std_data=1.150, train/lr=5e-5, train/mse_loss=0.685]
Epoch 0:  31%|███       | 2785/9100 [5:03:00<11:27:04,  0.15it/s, v_num=f4xa, train/loss=0.685, train/std_data=1.150, train/lr=5e-5, train/mse_loss=0.685]
Epoch 0:  31%|███       | 2785/9100 [5:03:00<11:27:05,  0.15it/s, v_num=f4xa, train/loss=0.689, train/std_data=1.230, train/lr=5e-5, train/mse_loss=0.689]
Epoch 0:  31%|███       | 2786/9100 [5:03:07<11:26:57,  0.15it/s, v_num=f4xa, train/loss=0.689, train/std_data=1.230, train/lr=5e-5, train/mse_loss=0.689]
Epoch 0:  31%|███       | 2786/9100 [5:03:07<11:26:58,  0.15it/s, v_num=f4xa, train/loss=0.615, train/std_data=1.150, train/lr=5e-5, train/mse_loss=0.615]
Epoch 0:  31%|███       | 2787/9100 [5:03:14<11:26:54,  0.15it/s, v_num=f4xa, train/loss=0.615, train/std_data=1.150, train/lr=5e-5, train/mse_loss=0.615]
Epoch 0:  31%|███       | 2787/9100 [5:03:15<11:26:54,  0.15it/s, v_num=f4xa, train/loss=0.670, train/std_data=1.140, train/lr=5e-5, train/mse_loss=0.670]
Epoch 0:  31%|███       | 2788/9100 [5:03:21<11:26:47,  0.15it/s, v_num=f4xa, train/loss=0.670, train/std_data=1.140, train/lr=5e-5, train/mse_loss=0.670]
Epoch 0:  31%|███       | 2788/9100 [5:03:21<11:26:47,  0.15it/s, v_num=f4xa, train/loss=0.647, train/std_data=1.200, train/lr=5e-5, train/mse_loss=0.647]
Epoch 0:  31%|███       | 2789/9100 [5:03:28<11:26:42,  0.15it/s, v_num=f4xa, train/loss=0.647, train/std_data=1.200, train/lr=5e-5, train/mse_loss=0.647]
Epoch 0:  31%|███       | 2789/9100 [5:03:28<11:26:43,  0.15it/s, v_num=f4xa, train/loss=0.614, train/std_data=1.130, train/lr=5e-5, train/mse_loss=0.614]
Epoch 0:  31%|███       | 2790/9100 [5:03:35<11:26:37,  0.15it/s, v_num=f4xa, train/loss=0.614, train/std_data=1.130, train/lr=5e-5, train/mse_loss=0.614]
Epoch 0:  31%|███       | 2790/9100 [5:03:36<11:26:38,  0.15it/s, v_num=f4xa, train/loss=0.649, train/std_data=1.180, train/lr=5e-5, train/mse_loss=0.649]
Epoch 0:  31%|███       | 2791/9100 [5:03:42<11:26:31,  0.15it/s, v_num=f4xa, train/loss=0.649, train/std_data=1.180, train/lr=5e-5, train/mse_loss=0.649]
Epoch 0:  31%|███       | 2791/9100 [5:03:42<11:26:32,  0.15it/s, v_num=f4xa, train/loss=0.709, train/std_data=1.200, train/lr=5e-5, train/mse_loss=0.709]
Epoch 0:  31%|███       | 2792/9100 [5:03:50<11:26:27,  0.15it/s, v_num=f4xa, train/loss=0.709, train/std_data=1.200, train/lr=5e-5, train/mse_loss=0.709]
Epoch 0:  31%|███       | 2792/9100 [5:03:50<11:26:28,  0.15it/s, v_num=f4xa, train/loss=0.737, train/std_data=1.230, train/lr=5e-5, train/mse_loss=0.737]
Epoch 0:  31%|███       | 2793/9100 [5:03:57<11:26:22,  0.15it/s, v_num=f4xa, train/loss=0.737, train/std_data=1.230, train/lr=5e-5, train/mse_loss=0.737]
Epoch 0:  31%|███       | 2793/9100 [5:03:57<11:26:22,  0.15it/s, v_num=f4xa, train/loss=0.782, train/std_data=1.220, train/lr=5e-5, train/mse_loss=0.782]
Epoch 0:  31%|███       | 2794/9100 [5:04:04<11:26:17,  0.15it/s, v_num=f4xa, train/loss=0.782, train/std_data=1.220, train/lr=5e-5, train/mse_loss=0.782]
Epoch 0:  31%|███       | 2794/9100 [5:04:04<11:26:17,  0.15it/s, v_num=f4xa, train/loss=0.671, train/std_data=1.210, train/lr=5e-5, train/mse_loss=0.671]
Epoch 0:  31%|███       | 2795/9100 [5:04:11<11:26:11,  0.15it/s, v_num=f4xa, train/loss=0.671, train/std_data=1.210, train/lr=5e-5, train/mse_loss=0.671]
Epoch 0:  31%|███       | 2795/9100 [5:04:11<11:26:11,  0.15it/s, v_num=f4xa, train/loss=0.655, train/std_data=1.130, train/lr=5e-5, train/mse_loss=0.655]
Epoch 0:  31%|███       | 2796/9100 [5:04:18<11:26:06,  0.15it/s, v_num=f4xa, train/loss=0.655, train/std_data=1.130, train/lr=5e-5, train/mse_loss=0.655]
Epoch 0:  31%|███       | 2796/9100 [5:04:18<11:26:07,  0.15it/s, v_num=f4xa, train/loss=0.733, train/std_data=1.240, train/lr=5e-5, train/mse_loss=0.733]
Epoch 0:  31%|███       | 2797/9100 [5:04:25<11:26:01,  0.15it/s, v_num=f4xa, train/loss=0.733, train/std_data=1.240, train/lr=5e-5, train/mse_loss=0.733]
Epoch 0:  31%|███       | 2797/9100 [5:04:26<11:26:02,  0.15it/s, v_num=f4xa, train/loss=0.631, train/std_data=1.130, train/lr=5e-5, train/mse_loss=0.631]
Epoch 0:  31%|███       | 2798/9100 [5:04:32<11:25:55,  0.15it/s, v_num=f4xa, train/loss=0.631, train/std_data=1.130, train/lr=5e-5, train/mse_loss=0.631]
Epoch 0:  31%|███       | 2798/9100 [5:04:32<11:25:55,  0.15it/s, v_num=f4xa, train/loss=0.774, train/std_data=1.140, train/lr=5e-5, train/mse_loss=0.774]
Epoch 0:  31%|███       | 2799/9100 [5:04:40<11:25:51,  0.15it/s, v_num=f4xa, train/loss=0.774, train/std_data=1.140, train/lr=5e-5, train/mse_loss=0.774]
Epoch 0:  31%|███       | 2799/9100 [5:04:40<11:25:52,  0.15it/s, v_num=f4xa, train/loss=0.604, train/std_data=1.160, train/lr=5e-5, train/mse_loss=0.604]
Epoch 0:  31%|███       | 2800/9100 [5:04:53<11:26:00,  0.15it/s, v_num=f4xa, train/loss=0.604, train/std_data=1.160, train/lr=5e-5, train/mse_loss=0.604]
Epoch 0:  31%|███       | 2800/9100 [5:04:53<11:26:00,  0.15it/s, v_num=f4xa, train/loss=0.611, train/std_data=1.090, train/lr=5e-5, train/mse_loss=0.611]
Epoch 0:  31%|███       | 2801/9100 [5:05:00<11:25:54,  0.15it/s, v_num=f4xa, train/loss=0.611, train/std_data=1.090, train/lr=5e-5, train/mse_loss=0.611]
Epoch 0:  31%|███       | 2801/9100 [5:05:00<11:25:54,  0.15it/s, v_num=f4xa, train/loss=0.576, train/std_data=1.100, train/lr=5e-5, train/mse_loss=0.576]
Epoch 0:  31%|███       | 2802/9100 [5:05:06<11:25:48,  0.15it/s, v_num=f4xa, train/loss=0.576, train/std_data=1.100, train/lr=5e-5, train/mse_loss=0.576]
Epoch 0:  31%|███       | 2802/9100 [5:05:07<11:25:48,  0.15it/s, v_num=f4xa, train/loss=0.564, train/std_data=1.170, train/lr=5e-5, train/mse_loss=0.564]
Epoch 0:  31%|███       | 2803/9100 [5:05:14<11:25:43,  0.15it/s, v_num=f4xa, train/loss=0.564, train/std_data=1.170, train/lr=5e-5, train/mse_loss=0.564]
Epoch 0:  31%|███       | 2803/9100 [5:05:14<11:25:44,  0.15it/s, v_num=f4xa, train/loss=0.753, train/std_data=1.210, train/lr=5e-5, train/mse_loss=0.753]
